,first_word,first_POS,first_animacy,first_gender,first_number,first_case,second_word,second_POS,second_person,second_case,second_number,dist,label
309,территории,NOUN,inan,femn,sing,loct,ее,NPRO,3per,accs,sing,5,1
310,краях,NOUN,inan,masc,plur,loct,них,NPRO,3per,gent,plur,7,1
311,конструкций,NOUN,inan,femn,plur,gent,ними,NPRO,3per,ablt,plur,14,1
312,частиц,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,1,1
313,песка,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,2,1
314,балка,NOUN,inan,femn,sing,nomn,она,NPRO,3per,nomn,sing,15,1
315,Расчет,NOUN,inan,masc,sing,accs,его,NPRO,3per,accs,sing,28,1
316,Высота,NOUN,inan,femn,sing,nomn,она,NPRO,3per,nomn,sing,13,1
317,Узлы,NOUN,inan,masc,plur,nomn,их,NPRO,3per,accs,plur,9,1
318,координаты,NOUN,inan,femn,plur,nomn,нее,NPRO,3per,gent,sing,9,1
319,краны,NOUN,inan,masc,plur,accs,их,NPRO,3per,accs,plur,3,1
320,узла,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,6,1
321,моментов,NOUN,inan,masc,plur,gent,ними,NPRO,3per,ablt,plur,5,1
322,моменты,NOUN,inan,masc,plur,accs,ними,NPRO,3per,ablt,plur,7,1
323,ригеля,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,2,1
324,моменты,NOUN,inan,masc,plur,accs,ними,NPRO,3per,ablt,plur,7,1
325,ригеля,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,2,1
326,ригеля,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,2,1
327,затяжки,NOUN,inan,femn,sing,gent,ее,NPRO,3per,accs,sing,11,1
328,колонны,NOUN,inan,femn,sing,gent,ее,NPRO,3per,accs,sing,18,1
329,деформации,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,15,1
330,процесса,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,11,1
331,Процессы,NOUN,inan,masc,plur,nomn,их,NPRO,3per,accs,plur,12,1
332,метода,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,8,1
333,условий,NOUN,inan,neut,plur,gent,них,NPRO,3per,gent,plur,11,1
334,наледи,NOUN,inan,femn,sing,gent,они,NPRO,3per,nomn,plur,6,1
335,грунтовые наледи,NOUN,inan,femn,sing,gent,они,NPRO,3per,nomn,plur,3,1
336,поверхностные наледи,NOUN,inan,femn,sing,gent,они,NPRO,3per,nomn,plur,3,1
337,лед,NOUN,inan,masc,sing,nomn,его,NPRO,3per,accs,sing,3,1
338,наледям,NOUN,inan,femn,plur,datv,они,NPRO,3per,nomn,plur,13,1
339,дороги,NOUN,inan,femn,sing,gent,них,NPRO,3per,gent,plur,7,1
340,вода,NOUN,inan,femn,sing,nomn,она,NPRO,3per,nomn,sing,12,1
341,ручьи,NOUN,inan,masc,plur,nomn,их,NPRO,3per,accs,plur,17,1
342,наледей,NOUN,inan,femn,plur,gent,Их,NPRO,3per,accs,plur,2,1
343,работы,NOUN,inan,femn,sing,gent,Их,NPRO,3per,accs,plur,7,1
344,наледей,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,8,1
345,сооружений,NOUN,inan,neut,plur,gent,Они,NPRO,3per,nomn,plur,13,1
346,грунтов,NOUN,inan,masc,plur,gent,них,NPRO,3per,gent,plur,7,1
347,валы,NOUN,inan,masc,plur,nomn,их,NPRO,3per,accs,plur,14,1
348,наледи,NOUN,inan,femn,sing,gent,она,NPRO,3per,nomn,sing,4,1
349,потоком,NOUN,inan,masc,sing,ablt,его,NPRO,3per,accs,sing,5,1
350,наледями,NOUN,inan,femn,plur,ablt,их,NPRO,3per,accs,plur,9,1
351,наледи,NOUN,inan,femn,sing,gent,ней,NPRO,3per,loct,sing,10,1
352,подземные межмерзлотные и подмерзлотные наледи,NOUN,inan,femn,sing,gent,Их,NPRO,3per,accs,plur,1,1
353,балок,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,20,1
354,плита,NOUN,inan,femn,sing,nomn,нее,NPRO,3per,gent,sing,5,1
355,плите,NOUN,inan,femn,sing,loct,ней,NPRO,3per,loct,sing,13,1
356,балка,NOUN,inan,femn,sing,nomn,ее,NPRO,3per,accs,sing,3,1
357,арматуру,NOUN,inan,femn,sing,accs,ее,NPRO,3per,accs,sing,6,1
358,балки,NOUN,inan,femn,sing,gent,ее,NPRO,3per,accs,sing,2,1
359,мостов,NOUN,inan,masc,plur,gent,ним,NPRO,3per,datv,plur,9,1
360,материалов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,10,1
361,керамзитовой пыли,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,18,1
362,порошки,NOUN,inan,masc,plur,nomn,Их,NPRO,3per,accs,plur,11,1
363,двух и более произвольных фракций,NOUN,inan,femn,plur,gent,них,NPRO,3per,gent,plur,12,1
364,Процессы спекания,NOUN,inan,masc,plur,nomn,Они,NPRO,3per,nomn,plur,12,1
365,гетерогенных системах,NOUN,inan,femn,plur,loct,их,NPRO,3per,accs,plur,3,1
366,глазури,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,4,1
367,керамических композиционных материалов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,4,1
368,глазури,NOUN,inan,femn,sing,gent,она,NPRO,3per,nomn,sing,9,1
369,золы,NOUN,inan,femn,sing,gent,ее,NPRO,3per,accs,sing,5,1
370,зола,NOUN,inan,femn,sing,nomn,она,NPRO,3per,nomn,sing,15,1
371,георешеток,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,8,1
372,конструкции,NOUN,inan,femn,sing,gent,ее,NPRO,3per,accs,sing,4,1
373,полотна,NOUN,inan,neut,sing,gent,его,NPRO,3per,accs,sing,1,1
374,торфа,NOUN,inan,masc,sing,gent,него,NPRO,3per,gent,sing,3,1
375,нагрузку,NOUN,inan,femn,sing,accs,ее,NPRO,3per,accs,sing,6,1
376,слоем,NOUN,inan,masc,sing,ablt,него,NPRO,3per,gent,sing,3,1
377,Высота,NOUN,inan,femn,sing,nomn,она,NPRO,3per,nomn,sing,16,1
378,проблеме,NOUN,inan,femn,sing,datv,ее,NPRO,3per,accs,sing,8,1
379,контекстом,NOUN,inan,masc,sing,ablt,он,NPRO,3per,nomn,sing,11,1
380,градостроительную ткань,NOUN,inan,femn,sing,nomn,Ее,NPRO,3per,accs,sing,5,1
381,Здание,NOUN,inan,neut,sing,nomn,оно,NPRO,3per,nomn,sing,7,1
382,Элементы каркаса,NOUN,inan,masc,plur,nomn,их,NPRO,3per,accs,plur,5,1
383,элементов каркаса,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,3,1
384,ткань,NOUN,inan,femn,sing,nomn,ней,NPRO,3per,loct,sing,12,1
385,узлы,NOUN,inan,masc,plur,nomn,ними,NPRO,3per,ablt,plur,3,1
386,пространство,NOUN,inan,neut,sing,nomn,его,NPRO,3per,accs,sing,13,1
387,городу,NOUN,inan,masc,sing,datv,его,NPRO,3per,accs,sing,3,1
388,строения,NOUN,inan,neut,sing,gent,его,NPRO,3per,accs,sing,1,1
389,отношения,NOUN,inan,neut,plur,nomn,их,NPRO,3per,accs,plur,6,1
390,ландшафты,NOUN,inan,masc,plur,nomn,их,NPRO,3per,accs,plur,3,1
391,плит,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,12,1
392,плит,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,9,1
393,характеристики,NOUN,inan,femn,plur,nomn,их,NPRO,3per,accs,plur,16,1
394,плит,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,7,1
395,плит,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,5,1
396,шлаки и щелочные соединения,NOUN,inan,masc,plur,nomn,их,NPRO,3per,accs,plur,5,1
397,минералами,NOUN,inan,masc,plur,ablt,их,NPRO,3per,accs,plur,7,1
398,шлаках,NOUN,inan,masc,plur,loct,их,NPRO,3per,accs,plur,10,1
399,топлива,NOUN,inan,neut,sing,gent,его,NPRO,3per,accs,sing,2,1
400,зола,NOUN,inan,femn,sing,nomn,она,NPRO,3per,nomn,sing,16,1
401,газообразователя,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,10,1
402,расчетных методик,NOUN,inan,femn,plur,gent,них,NPRO,3per,gent,plur,12,1
403,пробы,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,4,1
404,Технология,NOUN,inan,femn,sing,nomn,ее,NPRO,3per,accs,sing,13,1
405,метод,NOUN,inan,masc,sing,nomn,он,NPRO,3per,nomn,sing,108,1
406,элементом,NOUN,inan,masc,sing,ablt,него,NPRO,3per,gent,sing,3,1
407,элементом,NOUN,inan,masc,sing,ablt,него,NPRO,3per,gent,sing,3,1
408,бетона,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,5,1
409,ускорителей,NOUN,inan,masc,plur,gent,ним,NPRO,3per,datv,plur,3,1
410,хлориды,NOUN,inan,masc,plur,nomn,их,NPRO,3per,accs,plur,6,1
411,железобетоне,NOUN,inan,masc,sing,loct,его,NPRO,3per,accs,sing,5,1
412,электролитов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,14,1
413,электролитов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,2,1
414,добавок,NOUN,inan,femn,plur,gent,Их,NPRO,3per,accs,plur,6,1
415,ускорителем,NOUN,inan,masc,sing,ablt,его,NPRO,3per,accs,sing,8,1
416,добавки,NOUN,inan,femn,plur,accs,их,NPRO,3per,accs,plur,21,1
417,объектов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,393,1
418,формациях,NOUN,inan,femn,plur,loct,их,NPRO,3per,accs,plur,3,1
419,радионуклидов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,3,1
420,продуктов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,7,1
421,частиц,NOUN,inan,femn,plur,gent,ними,NPRO,3per,ablt,plur,8,1
422,стекло,NOUN,inan,neut,sing,nomn,Оно,NPRO,3per,nomn,sing,11,1
423,шлака,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,4,1
424,ТМД-материалов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,16,1
425,цементов,NOUN,inan,masc,plur,gent,они,NPRO,3per,nomn,plur,39,1
426,сорбента,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,5,1
427,шлака,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,7,1
428,сорбента,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,6,1
429,отходов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,9,1
430,материалов,NOUN,inan,masc,plur,gent,них,NPRO,3per,gent,plur,3,1
431,покрытий,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,3,1
432,пожара,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,16,1
433,уровня,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,2,1
434,пожара,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,10,1
435,материала,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,3,1
436,продолжительность,NOUN,inan,femn,sing,nomn,Она,NPRO,3per,nomn,sing,25,1
437,дома,NOUN,inan,masc,sing,gent,них,NPRO,3per,gent,plur,15,1
438,конструкций,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,6,1
439,конструкций,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,2,1
440,завод,NOUN,inan,masc,sing,nomn,он,NPRO,3per,nomn,sing,17,1
441,завода,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,17,1
442,стены,NOUN,inan,femn,sing,gent,них,NPRO,3per,gent,plur,10,1
443,разделяющие стены,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,4,1
444,каркас,NOUN,inan,masc,sing,nomn,он,NPRO,3per,nomn,sing,18,1
445,зданием,NOUN,inan,neut,sing,ablt,него,NPRO,3per,gent,sing,7,1
446,рам,NOUN,inan,masc,sing,nomn,ними,NPRO,3per,ablt,plur,3,1
447,металлоконструкций,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,11,1
448,каркасов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,2,1
449,элементов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,6,1
450,нагрузку,NOUN,inan,femn,sing,accs,ее,NPRO,3per,accs,sing,4,1
451,зданий,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,12,1
452,сооружений,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,2,1
453,отсчеты,NOUN,inan,masc,plur,nomn,им,NPRO,3per,datv,plur,3,1
454,зависимостью,NOUN,inan,femn,sing,ablt,неё,NPRO,3per,gent,sing,7,1
455,корреляции,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,3,1
456,коэффициент корреляции,NOUN,inan,masc,sing,nomn,его,NPRO,3per,accs,sing,7,1
457,микроразрушения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,2,1
458,бетоне,NOUN,inan,masc,sing,loct,его,NPRO,3per,accs,sing,8,1
459,зданий,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,19,1
460,рецептур,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,9,1
461,материалы,NOUN,inan,masc,plur,nomn,они,NPRO,3per,nomn,plur,4,1
462,лакокрасочных систем,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,4,1
463,древесины,NOUN,inan,femn,sing,gent,ее,NPRO,3per,accs,sing,12,1
464,Древесина,NOUN,inan,femn,sing,nomn,ее,NPRO,3per,accs,sing,4,1
465,пигментов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,55,1
466,продуктов горения,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,84,1
467,древесины,NOUN,inan,femn,sing,gent,ее,NPRO,3per,accs,sing,8,1
468,показателей,NOUN,inan,masc,plur,gent,они,NPRO,3per,nomn,plur,8,1
469,деревянных конструкций,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,7,1
470,грунтов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,19,1
471,слой,NOUN,inan,masc,sing,nomn,его,NPRO,3per,accs,sing,7,1
472,грунтов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,24,1
473,грунтов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,24,1
474,преобразования,NOUN,inan,neut,sing,gent,его,NPRO,3per,accs,sing,4,1
475,грунта,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,6,1
476,грунта,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,6,1
477,рабочий материал,NOUN,anim,masc,sing,nomn,он,NPRO,3per,nomn,sing,10,1
478,шнека,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,4,1
479,сваи,NOUN,inan,femn,sing,gent,ее,NPRO,3per,accs,sing,3,1
480,рабочего материала,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,3,1
481,скважины,NOUN,inan,femn,sing,gent,неё,NPRO,3per,gent,sing,2,1
482,НДС,NOUN,inan,masc,sing,gent,Его,NPRO,3per,accs,sing,1,1
483,напряжения,NOUN,inan,neut,sing,gent,они,NPRO,3per,nomn,plur,10,1
484,скважины,NOUN,inan,femn,sing,gent,нее,NPRO,3per,gent,sing,3,1
485,рабочего материала,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,3,1
486,НДС,NOUN,inan,masc,sing,gent,оно,NPRO,3per,nomn,sing,12,1
487,рабочего материала,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,4,1
488,рабочего материала,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,11,1
489,рабочего материала,NOUN,inan,masc,sing,gent,он,NPRO,3per,nomn,sing,14,1
490,Смещение,NOUN,inan,neut,sing,nomn,оно,NPRO,3per,nomn,sing,5,1
491,рабочего материала,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,7,1
492,колонне,NOUN,inan,femn,sing,loct,ее,NPRO,3per,accs,sing,3,1
493,сваи,NOUN,inan,femn,sing,gent,нее,NPRO,3per,gent,sing,3,1
494,рабочего материала,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,6,1
495,грунта,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,8,1
496,скважины,NOUN,inan,femn,sing,gent,ее,NPRO,3per,accs,sing,4,1
497,понизители,NOUN,inan,masc,plur,nomn,Они,NPRO,3per,nomn,plur,2,1
498,цемента,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,26,1
499,камень,NOUN,inan,masc,sing,nomn,он,NPRO,3per,nomn,sing,2,1
500,раствора,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,3,1
501,характеристики,NOUN,inan,femn,plur,nomn,их,NPRO,3per,accs,plur,7,1
502,Проблема,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,17,0
503,обеспечения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,16,0
504,устойчивости,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,1,0
505,сооружений,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,11,0
506,грунта,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,9,0
507,методов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,2,0
508,расчета,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,1,0
509,распространение,NOUN,inan,neut,sing,nomn,он,NPRO,3per,nomn,sing,15,0
510,практике,NOUN,inan,femn,sing,loct,он,NPRO,3per,nomn,sing,13,0
511,поверхностей,NOUN,inan,femn,plur,gent,он,NPRO,3per,nomn,sing,9,0
512,характер,NOUN,inan,masc,sing,accs,он,NPRO,3per,nomn,sing,2,0
513,поверхности,NOUN,inan,femn,sing,gent,он,NPRO,3per,nomn,sing,1,0
514,нагрузки,NOUN,inan,femn,sing,gent,он,NPRO,3per,nomn,sing,4,0
515,Расчет,NOUN,inan,masc,sing,accs,их,NPRO,3per,accs,plur,10,0
516,устойчивости,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,9,0
517,учета,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,6,0
518,Прочность,NOUN,inan,femn,sing,accs,ее,NPRO,3per,accs,sing,5,0
519,материалов,NOUN,inan,masc,plur,gent,ее,NPRO,3per,accs,sing,2,0
520,основе,NOUN,inan,femn,sing,loct,ее,NPRO,3per,accs,sing,1,0
521,температуры,NOUN,inan,femn,sing,gent,ее,NPRO,3per,accs,sing,4,0
522,Наличие,NOUN,inan,neut,sing,nomn,его,NPRO,3per,accs,sing,8,0
523,влажности,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,6,0
524,набуханию,NOUN,inan,neut,sing,datv,его,NPRO,3per,accs,sing,4,0
525,снижению,NOUN,inan,neut,sing,datv,его,NPRO,3per,accs,sing,1,0
526,материала,NOUN,inan,masc,sing,gent,ее,NPRO,3per,accs,sing,22,0
527,изменение,NOUN,inan,neut,sing,nomn,ее,NPRO,3per,accs,sing,16,0
528,объема,NOUN,inan,masc,sing,gent,ее,NPRO,3per,accs,sing,15,0
529,влагу,NOUN,inan,femn,sing,accs,ее,NPRO,3per,accs,sing,8,0
530,помощью,NOUN,inan,femn,sing,ablt,ее,NPRO,3per,accs,sing,5,0
531,выдерживания,NOUN,inan,neut,sing,gent,ее,NPRO,3per,accs,sing,1,0
532,помещении,NOUN,inan,neut,sing,loct,ее,NPRO,3per,accs,sing,3,0
533,влажностью,NOUN,inan,femn,sing,ablt,ее,NPRO,3per,accs,sing,6,0
534,улице,NOUN,inan,femn,sing,loct,ее,NPRO,3per,accs,sing,9,0
535,время,NOUN,inan,neut,sing,accs,ее,NPRO,3per,accs,sing,12,0
536,воздействия,NOUN,inan,neut,sing,gent,ее,NPRO,3per,accs,sing,16,0
537,стенках,NOUN,inan,femn,plur,loct,ее,NPRO,3per,accs,sing,11,0
538,клеток,NOUN,inan,femn,plur,gent,ее,NPRO,3per,accs,sing,10,0
539,древесины,NOUN,inan,femn,sing,gent,ее,NPRO,3per,accs,sing,9,0
540,удаление,NOUN,inan,neut,sing,nomn,ее,NPRO,3per,accs,sing,1,0
541,процессе,NOUN,inan,masc,sing,loct,ее,NPRO,3per,accs,sing,4,0
542,процессы,NOUN,inan,masc,plur,nomn,Она,NPRO,3per,nomn,sing,9,0
543,удаления,NOUN,inan,neut,sing,gent,Она,NPRO,3per,nomn,sing,8,0
544,материалов,NOUN,inan,masc,plur,gent,Она,NPRO,3per,nomn,sing,4,0
545,расходом,NOUN,inan,masc,sing,ablt,Она,NPRO,3per,nomn,sing,13,0
546,процессы,NOUN,inan,masc,plur,nomn,ее,NPRO,3per,accs,sing,7,0
547,удаления,NOUN,inan,neut,sing,gent,ее,NPRO,3per,accs,sing,6,0
548,материалов,NOUN,inan,masc,plur,gent,ее,NPRO,3per,accs,sing,2,0
549,результате,NOUN,inan,masc,sing,loct,нему,NPRO,3per,datv,sing,13,0
550,сушки,NOUN,inan,femn,sing,gent,нему,NPRO,3per,datv,sing,12,0
551,древесина,NOUN,inan,femn,sing,nomn,нему,NPRO,3per,datv,sing,11,0
552,сырья,NOUN,inan,neut,sing,gent,нему,NPRO,3per,datv,sing,8,0
553,требованиям,NOUN,inan,neut,plur,datv,нему,NPRO,3per,datv,sing,1,0
554,повышением,NOUN,inan,neut,sing,ablt,ее,NPRO,3per,accs,sing,4,0
555,длительности,NOUN,inan,femn,sing,gent,ее,NPRO,3per,accs,sing,1,0
556,воздействия,NOUN,inan,neut,sing,gent,ее,NPRO,3per,accs,sing,1,0
557,повышением,NOUN,inan,neut,sing,ablt,ее,NPRO,3per,accs,sing,15,0
558,длительности,NOUN,inan,femn,sing,gent,ее,NPRO,3per,accs,sing,12,0
559,воздействия,NOUN,inan,neut,sing,gent,ее,NPRO,3per,accs,sing,10,0
560,процессы,NOUN,inan,masc,plur,nomn,ее,NPRO,3per,accs,sing,5,0
561,изменению,NOUN,inan,neut,sing,datv,ее,NPRO,3per,accs,sing,1,0
562,показателей,NOUN,inan,masc,plur,gent,ее,NPRO,3per,accs,sing,2,0
563,Прочность,NOUN,inan,femn,sing,accs,ее,NPRO,3per,accs,sing,4,0
564,процессе,NOUN,inan,masc,sing,loct,ее,NPRO,3per,accs,sing,1,0
565,понижением,NOUN,inan,neut,sing,ablt,ее,NPRO,3per,accs,sing,7,0
